Date,Views,Monetizable views,Unique viewers,Total estimated earnings,AFV earnings,YouTube earnings,YouTube rental earnings,Subscribers net change,Subscribers gained,Subscribers lost,Total ratings,Dislikes,Likes,Favorites net change,Favorites added,Favorites removed,Comments,Shares,Call-to-Action Clicks,Call-to-Action Impressions,Call-to-Action Click through rate,Total engagement
"Dec 18, 2011",57,0,49,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 17, 2011",60,0,53,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 16, 2011",68,0,51,$0,$0,$0,$0,1,1,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 15, 2011",115,0,83,$0,$0,$0,$0,0,0,0,0,0,0,1,1,0,0,0,,,0.00,1
"Dec 14, 2011",76,0,63,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 13, 2011",96,0,78,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 12, 2011",86,0,71,$0,$0,$0,$0,0,0,0,1,0,1,0,0,0,1,0,,,0.00,2
"Dec 11, 2011",70,0,55,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 10, 2011",66,0,48,$0,$0,$0,$0,1,1,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 09, 2011",84,0,56,$0,$0,$0,$0,1,1,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 08, 2011",88,0,73,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 07, 2011",80,0,65,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 06, 2011",116,0,98,$0,$0,$0,$0,0,0,0,0,0,0,1,1,0,0,0,,,0.00,1
"Dec 05, 2011",128,0,101,$0,$0,$0,$0,1,1,0,0,0,0,0,0,0,0,0,,,0.00,0
"Dec 04, 2011",110,0,81,$0,$0,$0,$0,0,0,0,2,0,2,1,1,0,0,0,,,0.00,3
"Dec 03, 2011",54,0,42,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
